Cr_198;22h-23h;Secu;8000
Cr_199;22h-23h;Secu;4000
Cr_200;22h-23h;Secu;5000
Cr_201;22h-23h;Secu;10000
Cr_202;22h-23h;Secu;7000
Cr_203;23h-00h;Secu;6000
Cr_204;23h-00h;Secu;2000
Cr_205;23h-00h;Secu;1000
Cr_206;23h-00h;Secu;10000
Cr_207;23h-00h;Secu;10000
Cr_208;23h-00h;Secu;7000
Cr_209;23h-00h;Secu;9000
Cr_210;23h-00h;Secu;4000
Cr_211;00h-01h;Secu;5000
Cr_212;00h-01h;Secu;9000
Cr_213;00h-01h;Secu;5000
Cr_214;00h-01h;Secu;10000
Cr_215;00h-01h;Secu;10000
Cr_216;00h-01h;Secu;3000
Cr_217;00h-01h;Secu;6000
Cr_218;00h-01h;Secu;6000
Cr_219;01h-02h;Secu;4000
Cr_220;01h-02h;Secu;4000
Cr_221;01h-02h;Secu;4000
Cr_222;01h-02h;Secu;8000
Cr_223;01h-02h;Secu;5000
Cr_224;01h-02h;Secu;4000
Cr_225;01h-02h;Secu;9000
Cr_226;01h-02h;Secu;1000
Cr_227;02h-03h;Secu;9000
Cr_228;02h-03h;Secu;9000
Cr_229;02h-03h;Secu;1000
Cr_230;02h-03h;Secu;7000
Cr_231;02h-03h;Secu;9000
Cr_232;02h-03h;Secu;2000
Cr_233;02h-03h;Secu;10000
Cr_234;02h-03h;Secu;9000
Cr_235;17h-19h;Snack;10000
Cr_236;17h-19h;Snack;8000
Cr_237;19h-21h;Snack;3000
Cr_238;19h-21h;Snack;3000
Cr_239;19h-21h;Snack;9000
Cr_240;19h-21h;Snack;3000
Cr_241;19h-21h;Snack;9000
Cr_242;19h-21h;Snack;10000
Cr_243;19h-21h;Snack;1000
Cr_244;19h-21h;Snack;8000
Cr_245;19h-21h;Snack;9000
Cr_246;19h-21h;Snack;2000
Cr_247;19h-21h;Snack;6000
Cr_248;21h-23h;Snack;9000
Cr_249;21h-23h;Snack;7000
Cr_250;21h-23h;Snack;2000
Cr_251;21h-23h;Snack;3000
Cr_252;21h-23h;Snack;5000
Cr_253;21h-23h;Snack;3000
Cr_254;21h-23h;Snack;6000
Cr_255;21h-23h;Snack;9000
Cr_256;21h-23h;Snack;7000
Cr_257;21h-23h;Snack;3000
Cr_258;21h-23h;Snack;7000
Cr_259;23h-01h;Snack;6000
Cr_260;23h-01h;Snack;4000
Cr_261;23h-01h;Snack;10000
Cr_262;23h-01h;Snack;3000
Cr_263;23h-01h;Snack;5000
Cr_264;23h-01h;Snack;7000
Cr_265;23h-01h;Snack;2000
Cr_266;23h-01h;Snack;9000
Cr_267;23h-01h;Snack;3000
Cr_268;23h-01h;Snack;2000
Cr_269;23h-01h;Snack;2000
Cr_270;01h-03h;Snack;10000
Cr_271;01h-03h;Snack;8000
Cr_272;01h-03h;Snack;7000
Cr_273;01h-03h;Snack;3000
Cr_274;01h-03h;Snack;10000
Cr_275;01h-03h;Snack;6000
Cr_276;01h-03h;Snack;3000
Cr_277;01h-03h;Snack;1000
Cr_278;01h-03h;Snack;1000
Cr_279;01h-03h;Snack;4000
Cr_280;01h-03h;Snack;10000
ben_1;Snack;Bar;Secu;nochoice;nochoice
ben_2;Snack;Bar;Secu;ben_58;nochoice
ben_3;Snack;Bar;Entree;nochoice;nochoice
ben_4;Snack;Bar;Entree;nochoice;nochoice
ben_5;Bar;Secu;Camping;ben_112;nochoice
ben_6;Snack;Bar;Entree;ben_91;nochoice
ben_7;nochoice;nochoice;nochoice;ben_124;nochoice
ben_8;Snack;Bar;Entree;nochoice;nochoice
ben_9;Snack;Bar;Camping;ben_199;nochoice
ben_10;Snack;Bar;Entree;nochoice;nochoice
ben_11;Bar;Entree;Secu;ben_152;nochoice
ben_12;Snack;Bar;Entree;nochoice;nochoice
ben_13;Bar;Entree;Secu;ben_25;nochoice
ben_14;Snack;Entree;Camping;ben_206;nochoice
ben_15;Snack;Bar;Entree;nochoice;nochoice
ben_16;Snack;Bar;Entree;nochoice;nochoice
ben_17;Snack;Bar;Entree;ben_21;nochoice
ben_18;Bar;Secu;Camping;nochoice;nochoice
ben_19;Snack;Bar;Entree;nochoice;nochoice
ben_20;Bar;Entree;Secu;nochoice;nochoice
ben_21;Snack;Bar;Entree;ben_144;nochoice
ben_22;Bar;Secu;Camping;nochoice;nochoice
ben_23;Snack;Bar;Secu;nochoice;nochoice
ben_24;Snack;Entree;Secu;ben_120;nochoice
ben_25;Bar;Entree;Secu;ben_13;nochoice
ben_26;Snack;Bar;Entree;nochoice;nochoice
ben_27;Snack;Bar;Camping;nochoice;nochoice
ben_28;Bar;Entree;Secu;ben_102;nochoice
ben_29;Snack;Bar;Secu;nochoice;nochoice
ben_30;Snack;Bar;Entree;nochoice;nochoice
ben_31;Bar;Entree;Secu;nochoice;nochoice
ben_32;nochoice;nochoice;nochoice;nochoice;nochoice
ben_33;Snack;Bar;Entree;nochoice;nochoice
ben_34;Snack;Bar;Secu;ben_65;nochoice
ben_35;Snack;Bar;Secu;ben_66;nochoice
ben_36;Snack;Entree;Secu;nochoice;nochoice
ben_37;Snack;Bar;Entree;ben_179;nochoice
ben_38;Snack;Bar;Entree;nochoice;nochoice
ben_39;Snack;Bar;Secu;nochoice;nochoice
ben_40;Bar;Entree;Secu;nochoice;nochoice
ben_41;Snack;Entree;Secu;nochoice;nochoice
ben_42;Bar;Entree;Camping;ben_17;nochoice
ben_43;Snack;Bar;Entree;nochoice;nochoice
ben_44;Snack;Bar;Secu;nochoice;nochoice
ben_45;Bar;Entree;Camping;nochoice;nochoice
ben_46;Snack;Bar;Entree;nochoice;nochoice
ben_47;Snack;Bar;Entree;ben_113;nochoice
ben_48;Bar;Entree;Secu;ben_175;nochoice
ben_49;nochoice;nochoice;nochoice;ben_181;nochoice
ben_50;Snack;Entree;Camping;nochoice;nochoice
ben_51;Snack;Bar;Entree;ben_54;nochoice
ben_52;Snack;Bar;Entree;ben_141;nochoice
ben_53;Snack;Bar;Entree;nochoice;nochoice
ben_54;Snack;Bar;Entree;ben_51;nochoice
ben_55;Snack;Bar;Camping;ben_122;nochoice
ben_56;Snack;Bar;Entree;nochoice;nochoice
ben_57;Bar;Entree;Secu;nochoice;nochoice
ben_58;Snack;Bar;Secu;ben_2;nochoice
ben_59;Snack;Bar;Camping;ben_197;nochoice
ben_60;Snack;Bar;Entree;ben_68;nochoice
ben_61;Snack;Bar;Entree;nochoice;nochoice
ben_62;Snack;Bar;Entree;nochoice;nochoice
ben_63;Snack;Entree;Camping;nochoice;nochoice
ben_64;Snack;Bar;Camping;nochoice;nochoice
ben_65;Snack;Bar;Secu;ben_34;nochoice
ben_66;Snack;Bar;Secu;ben_35;nochoice
ben_67;Bar;Entree;Camping;ben_190;nochoice
ben_68;Snack;Bar;Entree;ben_60;nochoice
ben_69;Bar;Entree;Secu;nochoice;nochoice
ben_70;Entree;Secu;Camping;nochoice;nochoice
ben_71;Snack;Bar;Entree;nochoice;nochoice
ben_72;Bar;Entree;Secu;ben_107;nochoice
ben_73;Bar;Entree;Camping;ben_127;nochoice
ben_74;Snack;Bar;Secu;nochoice;nochoice
ben_75;Snack;Bar;Entree;ben_166;nochoice
ben_76;Snack;Bar;Entree;nochoice;nochoice
ben_77;Bar;Entree;Secu;ben_162;nochoice
ben_78;Snack;Bar;Secu;nochoice;nochoice
ben_79;Snack;Bar;Entree;nochoice;nochoice
ben_80;Bar;Entree;Camping;ben_190;nochoice
ben_81;Snack;Bar;Entree;ben_146;nochoice
ben_82;Snack;Entree;Secu;nochoice;nochoice
ben_83;Snack;Bar;Camping;nochoice;nochoice
ben_84;Snack;Bar;Entree;nochoice;nochoice
ben_85;Snack;Bar;Entree;nochoice;nochoice
ben_86;Entree;Secu;Camping;ben_115;nochoice
ben_87;Snack;Bar;Entree;ben_184;ben_68
ben_88;Snack;Bar;Entree;nochoice;nochoice
ben_89;Snack;Entree;Secu;ben_163;ben_99
ben_90;Snack;Entree;Secu;nochoice;nochoice
ben_91;Snack;Bar;Entree;ben_118;ben_6
ben_92;Bar;Entree;Secu;nochoice;nochoice
ben_93;Snack;Bar;Camping;nochoice;nochoice
ben_94;Bar;Entree;Secu;ben_102;ben_28
ben_95;Snack;Entree;Secu;nochoice;nochoice
ben_96;Snack;Bar;Entree;ben_192;ben_101
ben_97;Snack;Bar;Entree;nochoice;nochoice
ben_98;Snack;Bar;Entree;ben_111;nochoice
ben_99;Snack;Entree;Secu;ben_163;ben_89
ben_100;Snack;Bar;Entree;ben_172;nochoice
ben_101;Snack;Entree;Secu;ben_96;ben_164
ben_102;Bar;Entree;Secu;ben_94;ben_28
ben_103;Snack;Bar;Camping;ben_55;nochoice
ben_104;Snack;Bar;Entree;ben_173;nochoice
ben_105;Snack;Bar;Camping;nochoice;nochoice
ben_106;Snack;Bar;Secu;nochoice;nochoice
ben_107;Secu;Bar;Snack;ben_72;ben_195
ben_108;Snack;Bar;Entree;ben_187;nochoice
ben_109;Snack;Bar;Entree;nochoice;nochoice
ben_110;Snack;Entree;Secu;nochoice;nochoice
ben_111;Snack;Bar;Entree;ben_98;nochoice
ben_112;Bar;Secu;Camping;ben_5;nochoice
ben_113;Snack;Bar;Entree;ben_47;nochoice
ben_114;Snack;Bar;Entree;ben_161;nochoice
ben_115;Entree;Secu;Camping;ben_86;nochoice
ben_116;Snack;Bar;Secu;nochoice;nochoice
ben_117;Snack;Bar;Entree;nochoice;nochoice
ben_118;Snack;Bar;Entree;ben_91;ben_6
ben_119;Snack;Bar;Entree;nochoice;nochoice
ben_120;Snack;Entree;Secu;ben_24;nochoice
ben_121;nochoice;nochoice;nochoice;nochoice;nochoice
ben_122;Snack;Bar;Camping;ben_55;nochoice
ben_123;Snack;Bar;Camping;nochoice;nochoice
ben_124;nochoice;nochoice;nochoice;ben_7;nochoice
ben_125;Snack;Secu;Camping;nochoice;nochoice
ben_126;Snack;Bar;Entree;ben_202;nochoice
ben_127;Bar;Entree;Camping;ben_73;nochoice
ben_128;Snack;Bar;Entree;nochoice;nochoice
ben_129;Snack;Bar;Entree;ben_144;nochoice
ben_130;Snack;Entree;Secu;ben_183;nochoice
ben_131;Bar;Entree;Secu;nochoice;nochoice
ben_132;Snack;Bar;Entree;nochoice;nochoice
ben_133;Bar;Entree;Secu;ben_136;ben_201
ben_134;Snack;Bar;Entree;nochoice;nochoice
ben_135;Snack;Bar;Entree;nochoice;nochoice
ben_136;Bar;Entree;Secu;ben_133;ben_201
ben_137;Bar;Entree;Secu;nochoice;nochoice
ben_138;Snack;Bar;Entree;nochoice;nochoice
ben_139;Snack;Entree;Secu;nochoice;nochoice
ben_140;Snack;Entree;Camping;ben_128;nochoice
ben_141;Snack;Bar;Entree;ben_52;nochoice
ben_142;Snack;Bar;Entree;nochoice;nochoice
ben_143;Snack;Bar;Secu;nochoice;nochoice
ben_144;Snack;Bar;Entree;ben_21;ben_129
ben_145;Snack;Entree;Secu;nochoice;nochoice
ben_146;Snack;Bar;Entree;ben_81;nochoice
ben_147;Snack;Secu;Camping;nochoice;nochoice
ben_148;Entree;Secu;Camping;ben_174;ben_170
ben_149;Snack;Entree;Secu;ben_198;nochoice
ben_150;Snack;Bar;Camping;nochoice;nochoice
ben_151;Snack;Bar;Entree;nochoice;nochoice
ben_152;Bar;Entree;Secu;ben_11;nochoice
ben_153;Snack;Entree;Secu;nochoice;nochoice
ben_154;Snack;Bar;Entree;nochoice;nochoice
ben_155;Snack;Bar;Entree;ben_191;nochoice
ben_156;Snack;Bar;Secu;nochoice;nochoice
ben_157;Entree;Secu;Camping;nochoice;nochoice
ben_158;Snack;Bar;Entree;nochoice;nochoice
ben_159;Snack;Bar;Entree;ben_37;ben_179
ben_160;Snack;Bar;Secu;nochoice;nochoice
ben_161;Snack;Bar;Entree;nochoice;nochoice
ben_162;Bar;Entree;Secu;ben_200;ben_77
ben_163;Snack;Entree;Secu;ben_89;ben_99
ben_164;Snack;Bar;Secu;ben_101;nochoice
ben_165;Snack;Bar;Entree;nochoice;nochoice
ben_166;Snack;Bar;Entree;ben_75;nochoice
ben_167;Snack;Bar;Entree;nochoice;nochoice
ben_168;Snack;Bar;Entree;nochoice;nochoice
ben_169;Snack;Bar;Entree;ben_194;nochoice
ben_170;Entree;Secu;Camping;ben_174;ben_148
ben_171;Bar;Entree;Camping;nochoice;nochoice
ben_172;Snack;Bar;Entree;ben_100;nochoice
ben_173;Snack;Bar;Entree;ben_104;nochoice
ben_174;Bar;Entree;Secu;ben_170;ben_148
ben_175;Bar;Entree;Secu;ben_185;ben_48
ben_176;Snack;Entree;Camping;nochoice;nochoice
ben_177;Snack;Bar;Camping;nochoice;nochoice
ben_178;Entree;Secu;Camping;nochoice;nochoice
ben_179;Snack;Bar;Entree;ben_37;nochoice
ben_180;Snack;Secu;Entree;nochoice;nochoice
ben_181;Snack;Entree;Secu;ben_49;nochoice
ben_182;Snack;Bar;Entree;nochoice;nochoice
ben_183;Snack;Entree;Secu;ben_130;nochoice
ben_184;Snack;Bar;Entree;ben_60;ben_87
ben_185;Bar;Entree;Secu;ben_175;ben_48
ben_186;Snack;Bar;Entree;nochoice;nochoice
ben_187;Snack;Bar;Entree;ben_108;nochoice
ben_188;Snack;Bar;Entree;ben_204;nochoice
ben_189;Bar;Entree;Secu;nochoice;nochoice
ben_190;Bar;Entree;Camping;ben_67;ben_80
ben_191;Snack;Bar;Entree;ben_155;nochoice
ben_192;Snack;Bar;Secu;ben_96;nochoice
ben_193;Snack;Bar;Entree;ben_196;nochoice
ben_194;Snack;Bar;Entree;ben_169;nochoice
ben_195;Bar;Entree;Secu;ben_72;ben_107
ben_196;Snack;Bar;Entree;ben_193;nochoice
ben_197;Snack;Bar;Entree;ben_59;nochoice
ben_198;Snack;Entree;Secu;ben_149;nochoice
ben_199;Snack;Bar;Camping;ben_9;nochoice
ben_200;Snack;Entree;Camping;ben_162;nochoice
ben_201;Bar;Entree;Secu;ben_133;ben_136
ben_202;Snack;Bar;Entree;ben_126;nochoice
ben_203;Snack;Bar;Entree;nochoice;nochoice
ben_204;Snack;Bar;Entree;ben_188;nochoice
ben_205;Bar;Entree;Secu;nochoice;nochoice
ben_206;Snack;Entree;Camping;ben_14;nochoice
